company,phone,website,address,category,rating,reviews,score,source,status
Volna,+7 775 007 0795,https://www.volna.kz/,"пр-т. Сейфуллина 330, Алматы 050050, Казахстан",Пивной магазин,5,1,15,google_maps_apify,new
GLOBAL-KANS,+7 775 866 8701,http://www.g-k.kz/,"пр-т. Назарбаева 103, улица Гоголя 86, Алматы 050000, Казахстан",Магазин канцелярских товаров,3.7,3,15,google_maps_apify,new
"Цемент, пеноплэкс | Stroymagaz Алматы",+7 777 010 5252,http://stroymagaz.kz/,"7XPV+FVM, Алматы, Казахстан",Оптовая продажа строительных материалов,5,9,15,google_maps_apify,new
ТОО Компания Интеркомсеть,+7 702 169 1174,https://intercomset.kz/,"просп. Суюнбая 50, Алматы 050016, Казахстан",Оптовая торговля,4.5,2,15,google_maps_apify,new
КОМФОРТ.KZ,+7 706 615 1088,https://smmpro.kz/,"ул. Макатаева 25, Алматы, Казахстан",Магазин постельного белья,4.7,17,15,google_maps_apify,new
И-АР-СИ Дистрибьюшн Казахстан,+7 727 338 5754,https://erc-distribution.kz/,"мкр.Кок-Тобе, ул.Сагадата Нурмагамбетова д.87, Алматы 050010, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Магазин спортивных товаров,+7 727 385 0090,,"улица Желтоксан 17, Алматы 050000, Казахстан",Магазин,4.7,16,15,google_maps_apify,new
Balahi,+7 775 180 0171,http://www.balahi.kz/,"улица Наурызбай Батыра 7Б, Алматы 050000, Казахстан",Магазин игрушек,3,2,15,google_maps_apify,new
Virgin Beauty,+7 727 333 7772,https://virgin-nail.kz/,"улица Панфилова 73, Алматы 050000, Казахстан",Фирменный магазин,4.7,306,45,google_maps_apify,new
G.Winner,+7 701 988 6888,https://gwinner.kz/,"улица Грибоедова 80, Алматы 050016, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
GAISSINA,+7 701 774 7772,,"ТД «Пассаж « Кунаева-Жибек жолы ,1эт 107 бутик, Алматы, Казахстан",Магазин женской одежды,3.2,13,15,google_maps_apify,new
Jamilya.flowers,+7 707 600 5066,,"улица Панфилова, Алматы, Казахстан",Цветочный магазин,4.6,18,15,google_maps_apify,new
Торговый Дизайн,+7 778 870 1881,https://t-d.kz/,"пр-т. Райымбека 169 А, Алматы, Казахстан",Оборудование для пищевой промышленности,2.2,29,30,google_maps_apify,new
"ИП ""Abyroi""",+7 707 233 0707,,"ул.Набережная, 24 угол, улица Титова, Алматы, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
ЛОТТЕ Рахат фирменный магазин №1,+7 7272 58 47 10 ext. 590,https://rakhat.kz/,"ул. Зенкова 2А, Алматы 050000, Казахстан",Кондитерский магазин,5,1,15,google_maps_apify,new
Интернет-магазин электроники и электротехники METOO,+7 771 993 4191,https://metoo.kz/,"улица Желтоксан 37, Алматы 050004, Казахстан",Интернет-магазин,4.5,48,30,google_maps_apify,new
"Салон итальянской мебели ""Акниет""",+7 701 789 8418,http://www.akniet.kz/,"пр-т. Райымбека 92, Алматы 050016, Казахстан",Магазин мебели,4.7,44,30,google_maps_apify,new
"Магазин ТОО ""SAFETY GROUPS"" Спецодежда.",+7 706 608 8944,http://www.safety-group.kz/,"бц Жетысу, м, пр-т. Райымбека 211, Алматы 050016, Казахстан",Магазин одежды,3.3,13,15,google_maps_apify,new
Верненский Рынок,+7 708 951 4988,,"улица Менделеева, Алматы, Казахстан",Продуктовый рынок,4.2,1388,75,google_maps_apify,new
GLOBAL PACK KZ,+7 775 007 7713,http://grandpack.kz/,"пр-т. Турара Рыскулова 61-Е, Алматы 050050, Казахстан",Оптовая торговля,4.3,7,15,google_maps_apify,new
ТОО Актив-Снаб,+7 727 317 1306,https://aktiv-snab.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb,"ул. Рыскулова57 1, Алматы 050050, Казахстан",Производитель,5,1,15,google_maps_apify,new
TOO PAPIRONE,+7 701 233 9541,https://papirone.kz/,"ул. Казыбаева 264, Алматы, Казахстан",Оптовая торговля,4.5,8,15,google_maps_apify,new
Сement Trade,+7 727 364 5555,http://www.cemtrade.kz/,"улица Казыбаева 262, Алматы 050014, Казахстан",Магазин строительных товаров,4.4,36,30,google_maps_apify,new
AK Cent Microsystems,+7 727 341 0525,http://www.ak-cent.kz/,"Атырау микрорайон 159/8, Алматы 050019, Казахстан",Оптовая торговля,4.6,92,30,google_maps_apify,new
Бейо Тукым,+7 727 390 4072,http://www.bejo.kz/,"ул. Шемякина 195, Алматы 050056, Казахстан",Поставщик семян,4.8,13,15,google_maps_apify,new
КоМИльфо трейд,+7 747 885 4328,https://komilfo-trade.satu.kz/,"ул. Руставели 3, Алматы 050056, Казахстан",Оптовая продажа строительных материалов,5,33,30,google_maps_apify,new
"Изотех Строй ""Izoteh Stroy""",+7 702 202 6570,,"пр-т. Райымбека 211, Алматы, Казахстан",Оптовая продажа строительных материалов,5,2,15,google_maps_apify,new
Alma Chocolates - Производство брендированных шоколадных подарков,+7 707 317 3217,http://www.almachocolates.kz/,"пр-т. Райымбека 2, Алматы 050002, Казахстан",Магазин шоколада,3.9,11,15,google_maps_apify,new
Электротехника,+7 7272 34 30 10,https://www.electrotechnika.kz/,"Плодовая ул. 64, Алматы 050050, Казахстан",Магазин электротоваров,4.7,28,30,google_maps_apify,new
Caramel shop,+7 701 272 7077,https://www.instagram.com/caramelshop_almaty/?hl=ru,"ТЦ ""ГУМ, улица Кунаева 21, Алматы 050016, Казахстан",Магазин женской одежды,5,2,15,google_maps_apify,new
Magnum Super,+7 727 339 7340,https://magnum.kz/,"улица Гоголя 20, Алматы 050046, Казахстан",Супермаркет,4.2,88,30,google_maps_apify,new
"Ветеринарная Аптека ТОО "" NurTradeCompany """,+7 775 597 4287,https://too-nurtradecompany.satu.kz/,"ветеринарный аптечный склад, Ветаптека, пр-т. Райымбека 221а/4, Алматы, Казахстан",Ветеринарная аптека,4.4,191,45,google_maps_apify,new
Рауза-АДЕ сеть аптечных складов,,http://rauza-ade.kz/,"пр-т. Сейфуллина 472, Алматы 050000, Казахстан",Аптека,2.5,12,15,google_maps_apify,new
glo,+7 800 080-10-80 ext. 5757,https://myglo.kz/,"Park, Алматы улица Макатаева 127/1 ТРК Mega, Алматы 050000, Казахстан",Поставщик табака,5,1,15,google_maps_apify,new
Центр Цветов Romantic,+7 708 880 7777,https://www.instagram.com/almaty_romantic/,"проспект Абылай Хана 64, Алматы 050004, Казахстан",Цветочный магазин,2,9,15,google_maps_apify,new
Плитняк с доставкой по Казахстану,+7 777 153 3335,https://www.camen.kz/,"просп. Суюнбая 50, Алматы 050000, Казахстан",Поставщик камня,,0,15,google_maps_apify,new
Магазин автозапчастей на Тойота и Лексус - LETO,+7 707 310 0013,http://www.leto.kz/,"улица Байтурсынова 11, Алматы 050000, Казахстан",Магазин автозапчастей,4.6,274,45,google_maps_apify,new
Şynaiy brand,+7 777 130 2360,https://instagram.com/synaiy.brand?utm_medium=copy_link,"Новгородская ул. 13, Алматы, Казахстан",Швейное ателье,5,1,15,google_maps_apify,new
Protool.kz,+7 7272 20 77 67,https://protool.kz/,"просп. Суюнбая 43, Алматы 050015, Казахстан",Магазин строительных товаров,4.9,24,30,google_maps_apify,new
Tvoya Krasa - магазин проф. косметики,+7 705 898 8494,,"ул. Макатаева 127/11, Алматы 050000, Казахстан",Оптовая продажа косметики,,0,15,google_maps_apify,new
u4u company,+7 777 215 4246,,"магазин ""Arteq, улица Кунаева дом 25, Алматы 050016, Казахстан",Оптовая продажа электроники,2.7,7,15,google_maps_apify,new
"Зоомагазин ""Любимцы"" на Гоголя",+7 707 909 6121,https://lubimci.kz/,"улица Гоголя 78, Алматы 050000, Казахстан",Зоомагазин,4.3,46,30,google_maps_apify,new
Часовой Центр Перспектива,+7 700 090 9067,https://perspectiva.kz/,"улица Гоголя 111/87, Алматы 050000, Казахстан",Ломбард,4.3,11,15,google_maps_apify,new
GARDASHLAR,,https://instagram.com/gardashlar.kz?igshid=YmMyMTA2M2Y=,"7W5R+V3V, Алматы 050000, Казахстан",Обувной магазин,4.6,5,15,google_maps_apify,new
"Silver Wings ""Серебряные Крылья""",+7 707 288 5556,https://silver-wings.ru/,"БЦ Cascade, пр-т. Сейфуллина 404/67, Алматы 050016, Казахстан",Оптовая торговля за наличный расчёт без доставки товара,,0,15,google_maps_apify,new
AR-KA-TRUCK,+7 777 587 3000,,"пр-т. Турара Рыскулова 72а, Алматы 050000, Казахстан",Оптовая продажа автомобильных принадлежностей,5,1,15,google_maps_apify,new
Спецодежда,+7 708 972 7636,https://too-bisoft.com/,"пр-т. Турара Рыскулова 73а, Алматы 050056, Казахстан",Магазин спецодежды,4.4,7,15,google_maps_apify,new
ТОО Техцентр,+7 7272 73 11 79,http://www.techcentre.kz/,"проспект Абылай Хана 56, Алматы 050000, Казахстан",Поставщик офисного оборудования,4.5,30,30,google_maps_apify,new
Q4 Tulpar Auto,+7 747 095 2581,,"ТЦ ""Алтын Тараз, проспект Абылай Хана 3а, Алматы, Казахстан",Автосалон,2.1,34,30,google_maps_apify,new
TOO Kaz Poliv ( Каз Полив ),+7 705 111 5862,,"пр-т. Сейфуллина 531, Алматы 050000, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Asaý Júrek,+7 771 466 1465,https://www.instagram.com/asayjurek/,"улица Валиханова 43, Алматы 050000, Казахстан",Секонд-хенд,4.2,12,15,google_maps_apify,new
abdi,+7 701 351 8488,https://abdi.kz/,"пр-т. Турара Рыскулова 76/7, Алматы, Казахстан",Магазин канцелярских товаров,4.4,74,30,google_maps_apify,new
Серкебаева Айгуль официальный дистрибьютер CORAL CLUB,+7 707 137 3376,https://coral.club/7423953.html,"ул. Герцена 134, Алматы 050056, Казахстан",Консультант по здоровью,4.8,6,15,google_maps_apify,new
Abumi,+7 775 828 6653,https://abumi.kz/,"ул. Казыбаева 272б, Алматы, Казахстан",Оптовая продажа бытовой техники,,0,15,google_maps_apify,new
Plants Company озеленение питомник растений автополив Алматы,+7 702 464 8038,http://plants.kz/,"ул. Артиллерийская 26, Алматы 050000, Казахстан",Питомник растений,4.8,5,15,google_maps_apify,new
Алмаросметиз (Сетка рабица в Алматы),+7 727 339 7780,https://setka.kz/,"Дагестанская ул. 7, Алматы 050056, Казахстан",Компания – изготовитель стальных конструкций,4.5,37,30,google_maps_apify,new
ИП Arsenoil,+7 777 374 4424,,"Демьяна бедного 5/2а, Алматы, Казахстан",Магазин автозапчастей,5,8,15,google_maps_apify,new
Планета Сириус спецодежда,+7 707 666 1715,https://sirius-asker.kz/,"пр-т. Сейфуллина 152, Алматы 050010, Казахстан",Оптовая торговля,5,4,15,google_maps_apify,new
Obuv_vnalichii,+7 747 194 0535,http://instagram.com/obuv_vnalichii,"микрорайон Кулагер дом 10, микрорайон Кулагер 10, Алматы 050000, Казахстан",Обувной магазин,4.7,124,45,google_maps_apify,new
Белорусские продукты № 1,+7 705 739 8000,https://belostan.kz/,"Атырау 159/8, Алматы 050019, Казахстан",Колбасные изделия,1,1,15,google_maps_apify,new
Алмата Инструмент,+7 701 186 4949,https://tools.kz/,"ул. Папанина 72а, Алматы, Казахстан",Магазин инструмента,4.5,13,15,google_maps_apify,new
Интернет-магазин техники IT SKLAD,+7 727 346 9144,https://www.itsklad.kz/,"159/8, пр-т. Турара Рыскулова, Алматы, Казахстан",Магазин электроники,3.9,8,15,google_maps_apify,new
Компания Ас-Ай,+7 775 007 0934,http://asay.kz/,"просп. Суюнбая 163m, Алматы 050056, Казахстан",Продажа грузовых автомобилей,4.4,135,45,google_maps_apify,new
Perfect-tyre,+7 707 760 5050,,"пр-т. Турара Рыскулова 66а, Алматы 050056, Казахстан",Магазин шин и дисков,4.5,32,30,google_maps_apify,new
"Запчасти Камаз|Китайские шины для грузовых авто|Шины на фуру|Шины на грузовые авто оптом|Резина на тягач,на прицеп",+7 777 252 9198,http://www.gl-auto.kz/,"не доезжая, пр-т. Турара Рыскулова 65, Алматы 050000, Казахстан",Оптовая продажа автомобильных принадлежностей,5,5,15,google_maps_apify,new
Алматинский продукт,+7 7272 29 89 85,,"ул. Руставели 3, Алматы, Казахстан",Кондитерский магазин,,0,15,google_maps_apify,new
Металл Профиль,+7 7272 37 70 07,https://almaty.metallprofil.kz/?utm_source=google&utm_medium=maps,"пр-т. Турара Рыскулова д. 61 В, Алматы 050050, Казахстан",Магазин кровельных материалов,4.8,54,30,google_maps_apify,new
"Купить Керамогранит, Ламинат, Гранит, Алюминиевый профиль, Кронштейн, Купить в Алматы ""Алатекс""",+7 700 442 2888,https://stroy-shop.kz/,"ул. Успенского 4/2, Алматы 050000, Казахстан",Строительный магазин,5,17,15,google_maps_apify,new
LETO — сеть магазинов автозапчастей Тойота и Лексус,+7 707 310 6425,http://leto.kz/,"пр-т. Сейфуллина 168б, Алматы 050037, Казахстан",Магазин автозапчастей,4.3,23,30,google_maps_apify,new
Akbalmaty - аккумуляторы в Алматы,+7 747 299 9000,https://akbalmaty.kz/,"ул. Шемякина 290, Алматы 050056, Казахстан",Магазин батарей и аккумуляторов,2,1,15,google_maps_apify,new
"ТОО ""DELS""",+7 777 297 8014,https://dels.kz/,"пр-т. Сейфуллина 284, Алматы 050000, Казахстан",Поставщик офисного оборудования,,0,15,google_maps_apify,new
ПерилаГлавСнаб - Казахстан,+7 727 312 3293,https://perilaglavsnab.kz/,"Иркутская ул. 25, Алматы 050016, Казахстан",Магазин материалов для строительства ограждений,4,1,15,google_maps_apify,new
BALTAU,+7 701 982 3853,https://baltau.kz/,"Шота, ул. Руставели 3, Алматы 050056, Казахстан",Оптовая торговля,4.6,8,15,google_maps_apify,new
REVER home decor,+7 708 171 8407,https://rever.kz/,"пр-т. Турара Рыскулова 52, Алматы 050050, Казахстан",Магазин сувениров,,0,15,google_maps_apify,new
"ВИНТ моноблоки, корпуса, блоки питания",+7 705 577 6410,https://wint.kz/,"ул. Серикова 61, Алматы 050050, Казахстан",Компьютерный магазин,5,8,15,google_maps_apify,new
RINO,+7 707 317 0070,https://rino.kz/,"ул. Серикова 2А, Алматы 050008, Казахстан",Компьютерный магазин,4.5,30,30,google_maps_apify,new
Renault Официальный дилер (Алматы Суюнбая),+7 708 941 0882,http://aster-renault.kz/,"просп. Суюнбая 185, Алматы, Казахстан",Автосалон,4.2,640,60,google_maps_apify,new
AEC Kazakhstan | Almaty electro consult,+7 707 527 2010,https://aecsolutions.kz/,"Бизнес-парк Станица, ул. Халиуллина 71/66, Алматы 050002, Казахстан",Поставщик электрооборудования,5,6,15,google_maps_apify,new
Julius Meinl,+7 771 709 2007,,"просп. Суюнбая 66B, Алматы, Казахстан",Поставщик кофемашин,5,2,15,google_maps_apify,new
LEDA TRUCK,+7 747 220 2324,http://leda-truck.kz/,"ул. Халиуллина 32, Алматы 050000, Казахстан",Магазин автозапчастей,,0,15,google_maps_apify,new
MARTEN LP,+7 727 383 0991,http://marten.kz/,"Chernomorskaya St 10, Алматы 050000, Казахстан",Оптовая продажа компьютерной техники,1,1,15,google_maps_apify,new
Cosmic Garden Coffee™,+7 706 601 1774,https://cosmicgardencoffee.kz/,"ул. Руставели 3, Алматы 050056, Казахстан",Кофейная ростерия,,0,15,google_maps_apify,new
TOO Baraholka-Express.kz,+7 700 050 4242,https://baraholka-express.kz/,"Ратушного 70, Алматы 050016, Казахстан",Оптовая торговля,1,5,15,google_maps_apify,new
"""TRADE CK""",+7 7272 20 72 35,,"ул. Бокейханова 147а, 050000, Алматы, Казахстан",Строительный магазин,5,24,30,google_maps_apify,new
Склад Мебели,+7 775 700 8255,https://wa.me/77757008255,"Алматы 050090, Казахстан",Магазин мебели,3.1,14,15,google_maps_apify,new
Интернет-магазин швейной фурнитуры и товаров для рукоделия MK-STYLE,+7 778 618 2332,https://mk-style.kz/,"улица Ангарская 127, Алматы, Казахстан",Магазин товаров для рукоделия,5,10,15,google_maps_apify,new
Продукты Питания,+7 707 120 0645,http://foods.satu.kz/,"Ратушного 70, Алматы 050050, Казахстан",Оптовая торговля сельскохозяйственной продукцией,,0,15,google_maps_apify,new
Склад дверей в Алматы (Мдвери),+7 705 333 7279,http://skladdverey.kz/,"Ратушного 66, Алматы 050000, Казахстан",Склад дверей,4.5,10,15,google_maps_apify,new
Текемет магазин Ковров,+7 778 376 5195,https://www.instagram.com/tekemet.kovry/,"улица Ангарская 87, Алматы 050016, Казахстан",Текстильная фабрика,5,1,15,google_maps_apify,new
Швейная фурнитура,+7 702 684 7711,http://instagram.com/sfo_almaty,"Северное кольцо 92/7 1,2 ряд 144 контейнер, Алматы, Казахстан",Оптовая продажа нитей и пряжи,,0,15,google_maps_apify,new
"Грузовые шины, Шины для спецтехники Алматы - Vartech",+7 771 990 2782,http://vartech.kz/,"микрорайон Айнабулак 2 40Г, Алматы, Казахстан",Оптовая торговля,4.3,32,30,google_maps_apify,new
Белорусские продукты № 1,+7 705 739 8000,https://belostan.kz/,"пр-т. Сейфуллина 86/20, Алматы 050037, Казахстан",Колбасные изделия,,0,15,google_maps_apify,new
Adenna Trade ТОО,+7 747 154 5359,http://mirkosmetiki.kz/,"Ратушного 70А, Алматы 050050, Казахстан",Магазин косметики и парфюмерии,4.6,8,15,google_maps_apify,new
ТОО МАКМАРТ АЛАТАУ,+7 702 206 9475,http://makmart.com/,"Ратушного 88 Д, Алматы, Казахстан",Оптовая продажа мебели,4.9,9,15,google_maps_apify,new
Nikamart,,,"пр-т. Абая 127-141, Алматы 050000, Казахстан",Торговый центр,5,1,15,google_maps_apify,new
Издательство «Жазушы»,+7 707 620 0087,https://zhazushy.kz/,"пр-т. Абая 143, Алматы 050009, Казахстан",Книгоиздательство,4,4,15,google_maps_apify,new
Myboo - Детская одежда,+7 775 147 6709,,"пр-т. Абая 141, Алматы 050000, Казахстан",Магазин,,0,15,google_maps_apify,new
"Хвойные деревья Питомник ""Коксу""",+7 701 785 5636,,"улица Курмангазы 185, Алматы 050050, Казахстан",Ёлочный питомник,4,1,15,google_maps_apify,new
"Офис ""Чайная лавка"" ""Фирма Экзотик""",+7 707 771 6604,http://exotik-tea.kz/,"улица Курмангазы 185, Алматы 050009, Казахстан",Оптовая продажа чая,5,7,15,google_maps_apify,new
Kobaz,+7 701 914 8425,http://kobaz.kz/,"улица Курмангазы 164, Алматы 050039, Казахстан",Производитель,5,2,15,google_maps_apify,new
Швейный цех,+7 701 457 1482,,"пр-т. Абая 143 517, Алматы 050031, Казахстан",Швейный цех,,0,15,google_maps_apify,new
NMK Market,+7 747 598 2605,,"Северное кольцо 7, рынок ""Байсат"" 18 ряд 6-7 бутик, Алматы, Казахстан",Оптовая торговля,5,2,15,google_maps_apify,new
ТОО KingFisher,+7 708 500 0090,http://www.kingfisher.kz/,"ул. Айманова 155, Алматы 050057, Казахстан",Рыбный магазин,4.5,837,60,google_maps_apify,new
Белорусские продукты № 1,+7 705 739 8000,https://belostan.kz/,"пр-т. Назарбаева 152, Алматы 050000, Казахстан",Колбасные изделия,5,1,15,google_maps_apify,new
"️OPTOVIC.KZ продажа и поставка оборудования, инструментов, станков, подъемного оборудования снабжение.",+7 771 989 1856,https://optovic.kz/,"улица Шевченко 165 Б, Алматы 050000, Казахстан",Магазин инструмента,5,4,15,google_maps_apify,new
"СТОМАТОЛОГИЧЕСКИЕ ИНСТРУМЕНТЫ И МАТЕРИАЛЫ - стоматологический магазин ""СТОМир""",+7 707 288 7333,https://stomir.kz/,"улица Шевченко 165б, Алматы 050000, Казахстан",Всё для стоматологии,5,2,15,google_maps_apify,new
Ювелирная Компания Арт,+7 708 182 5271,https://goldart.kz/,"БЦ МТС, улица Шевченко 165Б, Алматы 050009, Казахстан",Оптовая продажа ювелирных изделий,5,2,15,google_maps_apify,new
"ТОО ""МЕГАСЕРВЕР""",+7 705 183 3996,https://mega-server.kz/,"улица Шевченко 165 Б, Алматы 050009, Казахстан",Оптовая продажа компьютерной техники,,0,15,google_maps_apify,new
Сантехника в Алматы,+7 727 317 8540,,"улица Шевченко 204, Алматы 050000, Казахстан",Магазин,,0,15,google_maps_apify,new
Посуда Мечта Повара,+7 707 221 2228,https://mechta-povara.satu.kz/,"ул. Северное кольцо, 7е, ТЦ Байсат, ряд 38, склад 6/2, Алматы 050058, Казахстан",Магазин посуды из стекла,5,6,15,google_maps_apify,new
"ТОО ""Торговый дом Ecoluffa""",+7 7272 33 65 39,http://ecoluffa.kz/,"улица Казыбаева 3р, Алматы 050050, Казахстан",Оптовая продажа тканей,3.9,8,15,google_maps_apify,new
Новый Ялян Торговый Центр,+7 705 344 8595,https://www.instagram.com/yalyan.kz/,"Северное Кольцо 9/2, Алматы 050054, Казахстан",Торговый центр,4.3,2019,75,google_maps_apify,new
Henry BONNAR,+7 747 094 9999,https://henrybonnar.com/,"ул. Сатпаева 6, Алматы 050013, Казахстан",Цветочный магазин,4.7,868,60,google_maps_apify,new
opttoyschina,+7 700 047 9530,https://opttoyschina.com/,"пр-т. Абая 44а, Алматы 050000, Казахстан",Магазин игрушек,,0,15,google_maps_apify,new
AyA by DK Kazakhstan,+7 700 500 0673,http://ayabydk.com/,"Попова, 15, Шолом-Алейхема 5а, Алматы 050040, Казахстан",Оптовый продавец одежды,5,2,15,google_maps_apify,new
Торговый Дом ТИС,,https://th-tic.com/,"улица Наурызбай Батыра 99/1, Алматы 050000, Казахстан",Оптовая торговля за наличный расчёт без доставки товара,,0,15,google_maps_apify,new
Белорусские продукты № 1,+7 705 739 8000,https://belostan.kz/,"улица Кунаева 119, Алматы 050000, Казахстан",Колбасные изделия,,0,15,google_maps_apify,new
FishDream на Кабанбай Батыра 135,+7 707 357 7771,,"ул. Кабанбай батыра 135, Алматы 050000, Казахстан",Рыбный магазин,5,9,15,google_maps_apify,new
Цветочный магазин ОРАНЖ Алматы Цветы Алматы Заказать Доставку Букетов из роз,+7 707 820 0729,https://orange-flowers.kz/,"Киоск, улица Толе Би 125, Алматы 050000, Казахстан",Цветочный магазин,3,2,15,google_maps_apify,new
Белорусские продукты № 1,+7 705 739 8000,https://belostan.kz/,"улица Александра Попова 17, Алматы 050040, Казахстан",Колбасные изделия,,0,15,google_maps_apify,new
DELTA CHIP,+7 707 261 0303,https://deltachip.kz/,"город, пр-т. Сейфуллина 534, Алматы 050000, Казахстан",Магазин электроники,4.5,422,45,google_maps_apify,new
glo,+7 800 080-10-80 ext. 5757,https://myglo.kz/,"ТРЦ Ramstore All in, пр-т. Назарбаева 226, Алматы 050059, Казахстан",Поставщик табака,4.6,40,30,google_maps_apify,new
Гаухар,+7 775 744 4491,,"6WHJ+879, ул. Тимирязева, Алматы, Казахстан",Поставщик продуктов питания,1.2,18,15,google_maps_apify,new
Euro Flowers,+7 727 387 0318,,"пр. Достык 248 А, Алматы 050020, Казахстан",Цветочный магазин,4.9,11,15,google_maps_apify,new
ANGIOLINI,+7 701 801 7755,http://www.angiolini.kz/,"проспект Aль-Фараби 5/2, Алматы 050000, Казахстан",Магазин верхней одежды,4.7,3,15,google_maps_apify,new
La Casa Del Habano Официальный дистрибьютор настоящих Кубинских сигар,+7 727 328 4702,,"мкр Самал-2, дом 78, Алматы 050059, Казахстан",Магазин сигар,4.9,29,30,google_maps_apify,new
Компания Euroelectric Kazakhstan,+7 701 419 0895,http://euroelectric.kz/,"бул. Бухар-Жирау 27/5, Алматы 050021, Казахстан",Оптовая продажа электрооборудования,4.6,8,15,google_maps_apify,new
Ритц Палас,+7 727 332 2724,https://ritz-palace.kz/,"уг. ул. Достык, проспект Aль-Фараби 1, Алматы, Казахстан",Торговый центр,4.2,2865,75,google_maps_apify,new
"OK Silver кольца, браслеты, серебро, серьги, пирсинг, бусы, амулет, сережки, кулоны, бижутерия, ювелирные украшения, ожерелья",+7 707 745 5514,https://www.instagram.com/ok.silver.kz/,"ул. Тимирязева 53, Алматы 050040, Казахстан",Ювелирный магазин,4.4,7,15,google_maps_apify,new
Accio Store - Магазин Кофемашин и Кофе в Казахстане,+7 778 133 4400,https://acciostore.kz/?utm_source=google_maps&utm_medium=maps,"пр-т. Абая 20, Алматы 050057, Казахстан",Магазин кофе,3.9,9,15,google_maps_apify,new
Zemfish,+7 727 395 8503,,"ул. Муканова 315a, Алматы 050000, Казахстан",Рыбный магазин,1,2,15,google_maps_apify,new
"Velik.kz магазин ведосипедов, прокат велосипедов, сервис",+7 707 296 0777,http://velik.kz/,"пр. Абая, 44/1 Ледовая арена Двореца Спорта им. Б. Шолака (вход с, улица Байтурсынова, Алматы 050000, Казахстан",Веломагазин,4.6,156,45,google_maps_apify,new
Bezgluten,+7 701 747 9384,https://xn--90aefbizp2b9g.kz/,"Коктем 1-й микрорайон 25, Алматы 050040, Казахстан",Оптовая торговля,5,1,15,google_maps_apify,new
Интернет магазин косметики VIPSTORE,+7 727 327 2828,,"бул. Мусрепова 22, Алматы 050000, Казахстан",Магазин косметики и парфюмерии,5,3,15,google_maps_apify,new
Оранж,+7 707 820 0729,https://orange-flowers.kz/,"улица Шевченко 51, Алматы 050000, Казахстан",Цветочный магазин,4,4,15,google_maps_apify,new
Flowers-company,+7 747 870 2471,,"улица Байтурсынова 54/1, Алматы 050012, Казахстан",Цветочный магазин,5,2,15,google_maps_apify,new
Froot,+7 707 000 3612,,"ул. Карасай Батыра 123, Алматы 050000, Казахстан",Продовольственный магазин,,0,15,google_maps_apify,new
Volna,+7 775 007 0795,https://www.volna.kz/,"Алматы, улица Калижана Бекхожина, 36, Алматы 050010, Казахстан",Пивной магазин,1,2,15,google_maps_apify,new
Купить запчасти для бытовой техники | Maestro extra интернет-магазин,+7 777 390 0252,https://maestro.cts.kz/,"ул. Карасай Батыра 141, Алматы 050026, Казахстан",Поставщик запчастей для бытовой техники,4.3,23,30,google_maps_apify,new
"ТОО Мастер Инк ""Service""",+7 7272 72 22 52,http://www.shop-masterinc.kz/,"г. Алматы, ул. Сейфуллина 565/140, угол ул. Кабанбай батыра (бывш.Калинина), Алматы 050012, Казахстан",Магазин канцелярских товаров,4.8,10,15,google_maps_apify,new
Цветочник - цветы в Алматы заказать с доставкой,+7 747 094 8083,https://cvetochnik.kz/,"Абылай хана проспект, 131, улица Шевченко 72, Алматы 050000, Казахстан",Цветочный магазин,2.6,5,15,google_maps_apify,new
Идеальный Дом,+7 727 378 4820,https://almatymebel.kz/,"улица Кожамкулова 193а, Алматы 050000, Казахстан",Магазин мебели,3.6,11,15,google_maps_apify,new
"Lumen.kz | Светодиодные фонари, батарейки и аксессуары",+7 777 122 3535,https://lumen.kz/,"улица Жамбыла 114, Алматы 050012, Казахстан",Оптовая торговля,4.8,5,15,google_maps_apify,new
ST Networks,+7 727 333 0999,http://www.stn.kz/,"улица Муратбаева 180, Алматы 050012, Казахстан",Оптовая торговля,4.9,8,15,google_maps_apify,new
Магазин лучших цен,+7 727 329 5033,,"Никольский базар, ул.Байтурсынова 56А, торговый дом ""ТАУ перед входом на, Алматы, Казахстан",Оптовая продажа керамики,,0,15,google_maps_apify,new
Мастер ИНК «Lomond»,+7 7272 67 40 79,http://www.lomond.kz/,"улица Масанчи 78а, Алматы 050000, Казахстан",Магазин канцелярских товаров,4.7,3,15,google_maps_apify,new
Мастерская Подарков Lime Cube,+7 705 729 7744,https://limecube.kz/,"пр-т. Сейфуллина уг, Алматы 050000, Казахстан",Магазин поздравительных открыток,5,2,15,google_maps_apify,new
ТОО РЦЭО,+7 727 971 0605,https://rceo.kz/,"Биокомбинатская 7а, Алматы 050000, Казахстан",Магазин электротоваров,5,6,15,google_maps_apify,new
"Сигареты, табак, аксессуары",+7 7272 61 06 01,http://www.tabak-vostoka.kz/,"улица Тулебаева 170, Алматы 050000, Казахстан",Торговец табачными изделиями,3.8,8,15,google_maps_apify,new
